"OverTime","BusinessTravel","Education","EnvSatisfaction","JobInvolvement","JobLevel","JobSatisfaction","RelatSatisfaction","StockOptionLevel","WorkLifeBalance","Department","EducationField","JobRole","MaritalStatus","Age","DistanceFromHome","MonthlyIncome","NumCompaniesWorked","TotalWorkingYears","YearsAtCompany","YearsInCurrentRole","YearsWithCurrManager","Attrition"
"Yes","Frequently","Bachelor","Very High","Medium","Entry","Very High","Medium","Few stocks","Better","R&D","Life Sciences","Lab. Tech.","Married",28,2,3867,1,2,2,2,2,"No"
"No","Frequently","College","Medium","Medium","Entry","High","Medium","No stock","Good","R&D","Medical","Lab. Tech.","Single",51,6,2838,0,8,7,0,7,"No"
"Yes","Never","College","High","High","Intermediate","High","High","No stock","Better","R&D","Medical","Manuf. Dir.","Single",30,9,4695,7,10,8,4,7,"No"
"Yes","Rarely","Bachelor","Medium","High","Entry","High","Low","Medium stocks","Better","R&D","Technical","Lab. Tech.","Divorced",29,7,3339,3,10,7,7,7,"Yes"
"No","Rarely","Bachelor","Very High","High","Entry","Low","Medium","No stock","Good","R&D","Technical","Res. Sci.","Single",28,1,2080,2,5,3,2,2,"No"
"No","Rarely","Bachelor","Very High","High","Entry","Medium","Very High","No stock","Good","R&D","Medical","Res. Sci.","Single",25,1,2096,1,2,2,2,1,"No"
"No","Rarely","Bachelor","High","Very High","Intermediate","Very High","High","Medium stocks","Best","Sales","Medical","Sales Exe.","Married",32,8,6209,1,10,10,7,8,"No"
"No","Frequently","Bachelor","Medium","High","Expert","Medium","High","No stock","Better","R&D","Medical","Manager","Single",45,25,18061,3,22,0,0,0,"No"
"Yes","Rarely","Master","High","Medium","Advanced","Medium","Very High","Medium stocks","Better","R&D","Medical","Manager","Divorced",39,13,17123,6,21,19,9,2,"No"
"No","Rarely","Master","Low","High","Entry","High","Very High","Medium stocks","Better","R&D","Life Sciences","Res. Sci.","Divorced",58,23,2372,1,2,2,2,2,"No"
"No","Rarely","College","Very High","High","Intermediate","High","Low","Few stocks","Better","R&D","Life Sciences","Lab. Tech.","Married",32,7,4883,1,10,10,4,1,"Yes"
"No","Rarely","Bachelor","High","High","Entry","Low","Low","No stock","Better","R&D","Medical","Res. Sci.","Single",39,23,3904,0,6,5,2,3,"Yes"
"No","Rarely","Bachelor","Low","Medium","Intermediate","Very High","Low","Few stocks","Better","R&D","Technical","Lab. Tech.","Married",30,6,4627,0,10,9,2,7,"No"
"No","Rarely","Master","Very High","High","Experienced","High","Low","No stock","Better","R&D","Technical","Health. Repr.","Married",36,10,7094,3,10,7,7,7,"No"
"No","Rarely","College","Very High","High","Entry","Low","High","No stock","Best","HR","Life Sciences","HR","Single",46,1,3423,6,10,7,6,7,"No"
"No","Never","Bachelor","High","Low","Intermediate","Very High","Low","Many stocks","Better","R&D","Life Sciences","Lab. Tech.","Married",28,1,6674,0,10,9,8,5,"No"
"Yes","Rarely","Bachelor","Very High","High","Advanced","Low","Medium","No stock","Better","R&D","Life Sciences","Res. Dir.","Married",50,28,16880,4,25,3,2,2,"No"
"Yes","Rarely","Master","Very High","Medium","Experienced","Medium","High","No stock","Better","Sales","Marketing","Sales Exe.","Single",40,25,9094,2,9,5,4,0,"Yes"
"Yes","Rarely","Bachelor","Medium","High","Experienced","Medium","High","No stock","Good","Sales","Life Sciences","Sales Exe.","Single",52,5,8446,9,10,8,7,7,"Yes"
"Yes","Rarely","Master","Medium","High","Experienced","Low","Very High","Medium stocks","Better","R&D","Medical","Manager","Married",30,17,11916,1,9,9,1,8,"No"
"No","Rarely","College","Low","High","Intermediate","High","Low","No stock","Better","R&D","Life Sciences","Manuf. Dir.","Single",39,18,4534,0,9,8,7,7,"No"
"Yes","Never","Master","Very High","High","Experienced","High","Low","Few stocks","Good","Sales","Life Sciences","Sales Exe.","Divorced",31,2,9852,1,10,10,8,6,"No"
"No","Never","College","High","Low","Intermediate","Medium","Low","No stock","Better","Sales","Medical","Sales Exe.","Single",41,10,6151,1,19,19,2,9,"No"
"Yes","Frequently","Bachelor","Very High","High","Entry","Medium","Low","No stock","Best","Sales","Life Sciences","Sales Repr.","Single",31,1,2302,1,3,3,2,2,"Yes"
"No","Rarely","Bachelor","Low","High","Entry","Low","High","No stock","Best","R&D","Life Sciences","Lab. Tech.","Married",44,3,2362,4,10,3,2,2,"Yes"
"Yes","Never","Below College","High","High","Advanced","High","Very High","No stock","Good","R&D","Life Sciences","Manager","Married",42,2,17861,0,21,20,8,10,"No"
"No","Rarely","College","Very High","Low","Expert","High","Very High","Few stocks","Better","R&D","Medical","Manager","Married",55,2,19187,4,23,19,9,11,"No"
"No","Rarely","Master","Very High","High","Expert","Medium","Low","No stock","Better","HR","Life Sciences","Manager","Single",56,8,19717,6,36,7,3,7,"No"
"No","Never","College","High","High","Entry","High","Medium","Few stocks","Better","R&D","Life Sciences","Res. Sci.","Divorced",40,16,3544,9,6,4,2,0,"No"
"No","Rarely","Bachelor","Very High","High","Experienced","Very High","Very High","Few stocks","Good","R&D","Life Sciences","Health. Repr.","Divorced",34,9,8500,0,10,9,7,6,"No"
"No","Rarely","Bachelor","High","High","Intermediate","Very High","High","No stock","Better","R&D","Life Sciences","Res. Sci.","Single",40,2,4661,1,9,9,8,8,"No"
"No","Frequently","Bachelor","High","High","Intermediate","Low","Very High","Few stocks","Better","Sales","Marketing","Sales Exe.","Divorced",41,1,4103,0,10,9,3,7,"No"
"Yes","Frequently","Master","High","High","Intermediate","High","Medium","No stock","Better","R&D","Life Sciences","Res. Sci.","Single",35,4,4249,1,9,9,6,1,"No"
"Yes","Rarely","Bachelor","High","High","Advanced","Medium","Medium","Few stocks","Better","HR","Life Sciences","Manager","Divorced",51,5,14026,1,33,33,9,10,"No"
"No","Rarely","College","Medium","High","Intermediate","Low","Very High","Few stocks","Better","Sales","Life Sciences","Sales Exe.","Divorced",38,2,6893,3,11,7,7,7,"No"
"No","Rarely","College","High","High","Intermediate","Low","Very High","No stock","Best","Sales","Medical","Sales Exe.","Single",34,15,6125,1,10,10,8,6,"No"
"No","Rarely","Below College","Very High","High","Entry","Very High","High","Many stocks","Good","R&D","Medical","Lab. Tech.","Married",25,19,3669,3,7,3,2,2,"No"
"Yes","Rarely","Master","High","Medium","Experienced","Low","Very High","No stock","Good","R&D","Medical","Manuf. Dir.","Married",58,7,10008,7,31,10,9,9,"Yes"
"No","Rarely","Master","Medium","High","Entry","Medium","High","Few stocks","Better","R&D","Life Sciences","Lab. Tech.","Married",40,1,2387,3,7,4,2,3,"No"
"No","Frequently","Bachelor","Low","Very High","Intermediate","Low","Very High","Few stocks","Good","Sales","Marketing","Sales Exe.","Married",36,7,4639,2,17,15,7,13,"No"
"No","Rarely","Bachelor","Very High","High","Experienced","Very High","High","No stock","Better","R&D","Life Sciences","Manuf. Dir.","Single",48,4,7898,1,11,10,9,8,"No"
"No","Rarely","Bachelor","High","Very High","Entry","Very High","Medium","Few stocks","Better","Sales","Medical","Sales Repr.","Married",27,11,2534,8,5,1,0,0,"No"
"No","Rarely","College","Very High","Medium","Advanced","Medium","Medium","No stock","Good","R&D","Technical","Manuf. Dir.","Single",51,11,13142,3,29,5,2,3,"No"
"No","Never","Bachelor","Very High","High","Entry","Very High","High","No stock","Best","R&D","Life Sciences","Lab. Tech.","Single",18,1,1611,1,0,0,0,0,"No"
"No","Rarely","Bachelor","Very High","Medium","Intermediate","Very High","Medium","Few stocks","Better","R&D","Medical","Lab. Tech.","Married",35,1,5363,0,10,9,7,0,"No"
"No","Frequently","Below College","Very High","Low","Intermediate","Very High","Medium","No stock","Better","Sales","Life Sciences","Sales Exe.","Single",27,2,5071,3,8,6,2,0,"No"
"Yes","Rarely","Master","Low","Very High","Advanced","High","High","No stock","Good","Sales","Marketing","Sales Exe.","Single",55,13,13695,6,24,19,7,8,"Yes"
"Yes","Rarely","Bachelor","Very High","High","Advanced","Medium","Low","Few stocks","Better","R&D","Life Sciences","Manuf. Dir.","Married",56,23,13402,4,33,19,16,9,"No"
"No","Never","Below College","Low","Medium","Entry","High","High","Many stocks","Better","R&D","Technical","Res. Sci.","Divorced",34,26,2029,1,5,5,4,0,"No"
"No","Rarely","Below College","Medium","Very High","Intermediate","High","Medium","Many stocks","Better","R&D","Medical","Health. Repr.","Divorced",40,2,6377,5,15,12,11,8,"No"
"No","Rarely","Bachelor","Medium","High","Intermediate","High","Low","Medium stocks","Better","R&D","Medical","Lab. Tech.","Married",34,29,5429,4,10,8,7,7,"No"
"No","Frequently","Bachelor","High","Medium","Entry","Very High","High","No stock","Best","Sales","Life Sciences","Sales Repr.","Single",31,2,2785,7,3,1,0,0,"Yes"
"Yes","Frequently","Master","Very High","High","Intermediate","High","High","Few stocks","Good","Sales","Marketing","Sales Exe.","Married",35,18,4614,0,5,4,2,2,"Yes"
"No","Frequently","Bachelor","Very High","Very High","Entry","High","Very High","Many stocks","Better","R&D","Life Sciences","Res. Sci.","Divorced",38,7,2610,1,4,4,2,3,"No"
"No","Rarely","Master","High","High","Intermediate","Very High","Very High","No stock","Best","R&D","Technical","Health. Repr.","Single",34,2,6687,1,14,14,11,11,"No"
"No","Rarely","Bachelor","High","Medium","Intermediate","Low","High","Few stocks","Better","Sales","Life Sciences","Sales Exe.","Married",28,26,4724,1,5,5,3,4,"No"
"Yes","Rarely","Master","Very High","High","Intermediate","High","Very High","Medium stocks","Good","R&D","Medical","Manuf. Dir.","Married",31,22,6179,1,10,10,2,7,"Yes"
"Yes","Rarely","Master","Low","Medium","Intermediate","Very High","Very High","Medium stocks","Best","Sales","Life Sciences","Sales Exe.","Married",39,21,6120,3,8,5,4,4,"No"
"No","Frequently","Bachelor","Medium","High","Experienced","Medium","Medium","No stock","Better","Sales","Marketing","Sales Exe.","Married",51,2,10596,2,14,4,2,2,"No"
"Yes","Frequently","Bachelor","Very High","High","Intermediate","Very High","Low","Medium stocks","Good","R&D","Life Sciences","Res. Sci.","Divorced",41,22,5467,3,12,6,2,3,"No"
"Yes","Rarely","Below College","High","High","Entry","High","Very High","No stock","Better","R&D","Life Sciences","Res. Sci.","Married",37,4,2996,7,8,6,4,3,"No"
"No","Frequently","Below College","Medium","High","Intermediate","Very High","Low","No stock","Best","Sales","Life Sciences","Sales Exe.","Married",33,5,9998,6,8,5,4,2,"No"
"Yes","Rarely","Below College","High","High","Intermediate","Medium","Low","Many stocks","Good","Sales","Marketing","Sales Exe.","Married",32,2,4078,0,4,3,2,2,"No"
"No","Never","College","High","High","Experienced","High","Medium","Few stocks","Better","R&D","Life Sciences","Health. Repr.","Married",39,25,10920,3,13,6,4,5,"No"
"No","Rarely","Below College","Low","Very High","Intermediate","High","Medium","No stock","Good","Sales","Life Sciences","Sales Exe.","Married",25,18,6232,2,6,3,2,2,"No"
"Yes","Frequently","College","Very High","Very High","Advanced","High","Medium","Few stocks","Good","R&D","Medical","Manuf. Dir.","Married",52,28,13247,2,24,5,3,2,"No"
"Yes","Rarely","Bachelor","Low","Medium","Intermediate","High","Low","No stock","Bad","R&D","Medical","Res. Sci.","Single",43,6,4081,1,20,20,7,8,"No"
"Yes","Rarely","Bachelor","Very High","Medium","Intermediate","Very High","Very High","No stock","Better","Sales","Marketing","Sales Exe.","Married",27,10,5769,1,6,6,2,4,"No"
"Yes","Rarely","Master","Very High","High","Entry","High","Very High","No stock","Better","R&D","Life Sciences","Res. Sci.","Single",27,17,2394,1,8,8,2,7,"Yes"
"No","Rarely","Below College","Low","Medium","Entry","Very High","Very High","No stock","Better","R&D","Medical","Res. Sci.","Single",26,2,3904,0,5,4,3,1,"No"
"No","Rarely","Bachelor","High","High","Advanced","Low","High","Few stocks","Better","HR","HR","Manager","Married",42,10,16799,0,21,20,7,9,"No"
"No","Rarely","Master","High","High","Entry","Low","High","No stock","Bad","R&D","Other","Lab. Tech.","Married",52,8,2950,9,12,5,4,4,"No"
"No","Rarely","Bachelor","Low","High","Entry","High","Low","No stock","Better","R&D","Medical","Lab. Tech.","Single",37,11,3629,4,8,3,2,2,"No"
"No","Frequently","College","High","High","Experienced","Very High","High","No stock","Better","R&D","Life Sciences","Manuf. Dir.","Single",35,18,9362,2,10,2,2,2,"No"
"No","Rarely","Bachelor","Low","High","Entry","Very High","Medium","Few stocks","Good","R&D","Technical","Lab. Tech.","Married",25,1,3229,4,7,3,2,2,"No"
"No","Rarely","Bachelor","High","Very High","Entry","Low","Very High","No stock","Better","R&D","Other","Lab. Tech.","Single",26,7,3578,0,8,7,7,7,"No"
"No","Rarely","Bachelor","Medium","Medium","Experienced","Low","Low","No stock","Good","HR","Other","HR","Single",29,17,7988,1,10,10,9,9,"No"
"No","Frequently","College","Low","Medium","Intermediate","Low","Low","No stock","Better","R&D","Life Sciences","Lab. Tech.","Single",49,28,4284,3,20,4,3,3,"Yes"
"Yes","Frequently","Below College","High","High","Experienced","Very High","Low","No stock","Better","R&D","Other","Health. Repr.","Single",29,14,7553,0,9,8,7,7,"Yes"
"No","Rarely","Bachelor","Very High","High","Advanced","Very High","Very High","No stock","Good","R&D","Medical","Res. Dir.","Single",54,1,17328,6,29,20,7,7,"No"
"Yes","Rarely","Bachelor","Very High","High","Expert","Low","High","Few stocks","Better","R&D","Medical","Res. Dir.","Married",58,1,19701,3,32,9,8,5,"No"
"No","Rarely","Master","Medium","Very High","Advanced","Very High","Very High","Medium stocks","Best","R&D","Medical","Res. Dir.","Divorced",55,1,14732,2,31,7,7,0,"No"
"Yes","Rarely","Master","Low","High","Intermediate","Medium","Very High","No stock","Better","Sales","Marketing","Sales Exe.","Single",36,3,9278,3,15,5,4,1,"No"
"No","Frequently","Master","Medium","Low","Entry","High","Medium","No stock","Better","Sales","Life Sciences","Sales Repr.","Single",31,1,1359,1,1,1,0,0,"Yes"
"No","Rarely","Master","Very High","High","Intermediate","Low","Medium","Medium stocks","Better","Sales","Marketing","Sales Exe.","Divorced",30,7,4779,7,8,3,2,2,"No"
"No","Rarely","Doctor","Low","High","Advanced","Medium","High","No stock","Best","R&D","Life Sciences","Res. Dir.","Single",31,8,16422,3,9,3,2,0,"No"
"No","Frequently","Master","Very High","High","Entry","Low","High","Medium stocks","Better","R&D","Other","Res. Sci.","Divorced",34,1,2996,5,10,4,3,3,"No"
"No","Rarely","Bachelor","Low","Medium","Entry","Medium","High","No stock","Best","R&D","Life Sciences","Res. Sci.","Single",31,8,1261,1,1,1,0,0,"Yes"
"No","Rarely","Below College","Medium","High","Entry","Low","Medium","No stock","Best","R&D","Life Sciences","Lab. Tech.","Married",27,11,2099,0,6,5,0,4,"No"
"No","Rarely","Master","Low","Medium","Intermediate","Very High","High","No stock","Good","R&D","Life Sciences","Lab. Tech.","Single",36,4,5810,1,10,10,4,8,"No"
"No","Rarely","Master","High","Medium","Intermediate","Low","Low","Medium stocks","Good","Sales","Marketing","Sales Exe.","Married",36,16,5647,4,11,3,2,2,"No"
"No","Rarely","Bachelor","Low","High","Entry","Very High","High","Few stocks","Good","R&D","Technical","Res. Sci.","Married",47,1,3420,7,17,6,5,2,"No"
"No","Rarely","College","Low","Medium","Entry","Low","Low","No stock","Better","Sales","Life Sciences","Sales Repr.","Married",25,9,4400,3,6,3,2,2,"Yes"
"No","Never","College","High","Very High","Entry","High","Low","No stock","Bad","R&D","Technical","Lab. Tech.","Single",37,5,3500,0,7,6,5,3,"No"
"No","Rarely","College","Low","High","Entry","Low","Very High","Few stocks","Best","R&D","Life Sciences","Res. Sci.","Married",56,1,2066,2,5,3,2,0,"No"
"No","Rarely","Master","Low","High","Advanced","High","Medium","Medium stocks","Best","R&D","Medical","Res. Dir.","Married",47,2,17169,3,26,20,17,6,"No"
"Yes","Rarely","Below College","Very High","High","Intermediate","High","High","Medium stocks","Better","Sales","Medical","Sales Exe.","Married",24,4,4162,1,5,5,4,3,"No"
"No","Rarely","Doctor","Very High","High","Intermediate","Very High","High","Few stocks","Good","Sales","Marketing","Sales Exe.","Married",32,7,9204,4,7,4,3,3,"No"
"No","Rarely","Bachelor","Very High","Medium","Entry","Medium","Low","Few stocks","Good","R&D","Life Sciences","Lab. Tech.","Married",34,1,3294,5,7,5,4,2,"No"
"Yes","Rarely","Doctor","Medium","Very High","Entry","High","Low","No stock","Good","R&D","Medical","Res. Sci.","Married",41,5,2127,2,7,4,2,3,"No"
"No","Never","Master","High","High","Intermediate","High","High","Medium stocks","Best","R&D","Other","Lab. Tech.","Divorced",40,9,3975,3,11,8,7,7,"No"
"No","Rarely","College","Low","High","Experienced","Very High","Low","Few stocks","Better","Sales","Life Sciences","Sales Exe.","Divorced",31,8,10793,1,13,13,7,9,"No"
"No","Rarely","Bachelor","Low","High","Experienced","Very High","Low","Few stocks","Best","Sales","Marketing","Sales Exe.","Divorced",46,9,10096,4,28,7,7,3,"Yes"
"Yes","Never","Bachelor","Low","Medium","Entry","Low","Medium","No stock","Best","R&D","Life Sciences","Lab. Tech.","Single",39,2,3646,2,11,1,0,0,"Yes"
"No","Frequently","Doctor","High","Very High","Experienced","Medium","Low","No stock","Better","R&D","Life Sciences","Manuf. Dir.","Single",31,1,7446,1,10,10,8,7,"Yes"
"Yes","Rarely","Bachelor","Medium","Low","Experienced","Low","Medium","Few stocks","Better","R&D","Medical","Health. Repr.","Divorced",45,20,10851,2,24,7,7,7,"No"
"No","Rarely","College","Very High","Very High","Entry","Medium","Very High","No stock","Better","HR","Medical","HR","Single",31,8,2109,9,8,3,2,2,"No"
"Yes","Frequently","Bachelor","Medium","High","Entry","Very High","High","Few stocks","Bad","R&D","Life Sciences","Lab. Tech.","Married",31,2,3722,6,7,2,2,2,"Yes"
"Yes","Rarely","Bachelor","Medium","High","Experienced","Very High","Very High","Medium stocks","Best","R&D","Technical","Manuf. Dir.","Married",45,29,9380,4,10,3,1,2,"No"
